DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
170209439,04/21/2017,04/20/2017,0300,02,Rampart,0235,815,SEXUAL PENTRATION WITH A FOREIGN OBJECT,1218 0522 0540 1409,34,F,H,701,HOSPITAL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,998,,,2100 W  3RD                          ST,,"(34.0677, -118.2731)"
171500754,04/20/2017,04/20/2017,0055,15,N Hollywood,1512,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1218 2000 1814,45,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,12700    SHERMAN                      WY,,"(34.2012, -118.4094)"
171510434,04/20/2017,04/20/2017,0700,15,N Hollywood,1565,624,BATTERY - SIMPLE ASSAULT,1218 0416 2004,20,F,W,110,FREEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,TUJUNGA                      AV,GLENDALE                     FY,"(34.1493, -118.3759)"
172009623,04/22/2017,04/20/2017,1530,20,Olympic,2029,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,49,M,B,109,PARK/PLAYGROUND,,,IC,Invest Cont,440,,,,3RD,VERMONT,"(34.0691, -118.2917)"
170112095,04/21/2017,04/21/2017,1100,01,Central,0157,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,38,F,H,148,PUBLIC RESTROOM/OUTSIDE*,,,IC,Invest Cont,440,,,,6TH,SAN PEDRO,"(34.0417, -118.2443)"
171310804,04/21/2017,04/21/2017,2130,13,Newton,1307,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0913 0432 1218 2004,40,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,7TH                          ST,STANFORD,"(34.039, -118.2444)"
171500761,04/21/2017,04/21/2017,2020,15,N Hollywood,1555,210,ROBBERY,0216 1414 0913 1218 1206 0411 2004 0344 1402,25,M,W,109,PARK/PLAYGROUND,223,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,210,998,,,TUJUNGA                      AV,MAGNOLIA                     BL,"(34.1649, -118.379)"
170112231,04/22/2017,04/22/2017,0730,01,Central,0156,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,76,F,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,500 S  SAN PEDRO                    ST,,"(34.0437, -118.2455)"
170112305,04/23/2017,04/22/2017,2300,01,Central,0156,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,46,F,B,517,,,,IC,Invest Cont,440,,,,500 S  SAN PEDRO                    ST,,"(34.0437, -118.2455)"
171109459,04/24/2017,04/22/2017,0200,11,Northeast,1113,624,BATTERY - SIMPLE ASSAULT,0334 0447 1218 1309,52,M,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,2900 W  BROADWAY,,"(34.1449, -118.2273)"
171310862,04/22/2017,04/22/2017,1515,13,Newton,1364,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0302 0432 1309 1218,52,M,B,101,STREET,104,SHOTGUN,AO,Adult Other,230,,,,1100 E  51ST                         ST,,"(33.9971, -118.2565)"
171310863,04/22/2017,04/22/2017,1550,13,Newton,1364,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0302 0432 1309 1218,42,F,B,101,STREET,104,SHOTGUN,AO,Adult Other,230,,,,1100 E  51ST                         ST,,"(33.9971, -118.2565)"
171310963,04/25/2017,04/22/2017,0800,13,Newton,1309,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251 1218,28,F,O,804,GREYHOUND OR INTERSTATE BUS,,,IC,Invest Cont,440,,,,1700 E  7TH                          ST,,"(34.0348, -118.2362)"
171400649,04/24/2017,04/22/2017,0320,14,Pacific,1487,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1402 1218 2004,29,M,B,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230,998,,,LA TIJERA,SEPULVEDA,"(33.9573, -118.3962)"
171810221,04/22/2017,04/22/2017,2130,18,Southeast,1802,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1814 0913 2004 1218,32,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,MAIN                         ST,MANCHESTER                   BL,"(33.9601, -118.2739)"
172109674,04/22/2017,04/22/2017,1330,21,Topanga,2196,210,ROBBERY,1218 0344 0448 0429 0330,22,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,510,,,21600    MULHOLLAND                   DR,,"(34.1478, -118.6012)"
172109675,04/22/2017,04/22/2017,1315,21,Topanga,2196,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0417 1218,19,F,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,21600    MULHOLLAND                   DR,,"(34.1478, -118.6012)"
171310921,04/23/2017,04/23/2017,2030,13,Newton,1317,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1218,54,M,B,108,PARKING LOT,223,UNKNOWN TYPE CUTTING INSTRUMENT,AO,Adult Other,230,,,,1300 E  OLYMPIC                      BL,,"(34.032, -118.2441)"
170112304,04/23/2017,04/23/2017,0745,01,Central,0156,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1218 0411,47,M,B,102,SIDEWALK,218,OTHER CUTTING INSTRUMENT,IC,Invest Cont,230,,,,6TH,SAN PEDRO                    ST,"(34.0423, -118.2452)"
170112324,04/23/2017,04/23/2017,1015,01,Central,0166,624,BATTERY - SIMPLE ASSAULT,0416 1218,38,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6TH                          ST,SAN PEDRO                    ST,"(34.0423, -118.2452)"
170209572,04/23/2017,04/23/2017,1435,02,Rampart,0265,624,BATTERY - SIMPLE ASSAULT,1218 0416 0432 0342 0305,26,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8TH                          ST,ALVARADO                     ST,"(34.0549, -118.2778)"
170311559,04/23/2017,04/23/2017,1420,03,Southwest,0395,624,BATTERY - SIMPLE ASSAULT,1218 0342 0416 1822 1309,48,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1600 W  42ND                         PL,,"(34.0061, -118.3067)"
170509203,04/23/2017,04/23/2017,1020,05,Harbor,0558,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0444 1218 1814 2000 2004,29,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,HARBOR,6TH,"(33.7388, -118.2799)"
171109399,04/23/2017,04/23/2017,0030,11,Northeast,1181,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1218 2004 0416 0408 2002 0432 0446 1814,57,F,O,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,1900 W  SUNSET                       BL,,"(34.0808, -118.2655)"
171310913,04/23/2017,04/23/2017,1830,13,Newton,1317,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2000 0443 1218 2004 1814,32,M,B,101,STREET,503,CAUSTIC CHEMICAL/POISON,AO,Adult Other,230,,,,15TH                         ST,CENTRAL,"(34.0272, -118.248)"
170209573,04/24/2017,04/24/2017,1345,02,Rampart,0275,761,BRANDISH WEAPON,0334 0913 1218,36,M,W,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,761,,,,1000 S  ALVARADO                     ST,,"(34.0517, -118.2798)"
171709990,04/24/2017,04/24/2017,2130,17,Devonshire,1751,210,ROBBERY,0344 0416 1218 1815 2024,56,F,W,108,PARKING LOT,212,BOTTLE,JA,Juv Arrest,210,,,,10000    OLD DEPOT PLAZA              RD,,"(34.2518, -118.5988)"
170112430,04/24/2017,04/24/2017,1945,01,Central,0111,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1266 2004 0334 0443 0421 0445 1218,30,M,H,101,STREET,217,SWORD,AO,Adult Other,230,998,,,500 N  MAIN                         ST,,"(34.0558, -118.24)"
170112431,04/24/2017,04/24/2017,1945,01,Central,0111,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 2004 0334 0443 0421 0445,54,M,H,101,STREET,217,SWORD,IC,Invest Cont,230,,,,500 N  MAIN                         ST,,"(34.0558, -118.24)"
170112651,04/26/2017,04/24/2017,2100,01,Central,0157,910,KIDNAPPING,1218 0448 0444 1305 0416 0418 0344 0407,49,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,910,,,,5TH,TOWNE,"(34.043, -118.242)"
170409051,04/24/2017,04/24/2017,2355,04,Hollenbeck,0451,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1218 2004 0408 0421 1243 1813,43,F,H,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,MISSION                      RD,ALISO                        ST,"(34.0524, -118.2267)"
171310964,04/25/2017,04/24/2017,0600,13,Newton,1309,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251 1218,28,F,O,804,GREYHOUND OR INTERSTATE BUS,,,IC,Invest Cont,440,,,,1700 E  7TH                          ST,,"(34.0348, -118.2362)"
171310971,04/24/2017,04/24/2017,1730,13,Newton,1365,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1218,66,M,H,103,ALLEY,,,IC,Invest Cont,740,,,,51ST                         ST,COMPTON                      AV,"(33.9967, -118.2478)"
171810290,04/24/2017,04/24/2017,0530,18,Southeast,1864,860,BATTERY WITH SEXUAL CONTACT,0416 0500 0913 1817 2000 1814 1218,26,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,800 E  116TH                        ST,,"(33.9292, -118.2604)"
171810904,05/03/2017,04/24/2017,2035,18,Southeast,1806,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 1218 0419 0305 0416 0446 0429 0448 0408,28,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,CENTRAL                      AV,91ST                         ST,"(33.9539, -118.2564)"
170112335,04/24/2017,04/24/2017,0300,01,Central,0153,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0305 0444 0429 0448 1241 0319 1813 1218 2004,28,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,500 S  BROADWAY,,"(34.0481, -118.2507)"
170112539,04/25/2017,04/25/2017,1920,01,Central,0156,624,BATTERY - SIMPLE ASSAULT,1218 2004 0429 0444 1202,60,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  SAN PEDRO                    ST,,"(34.0437, -118.2455)"
170112851,04/28/2017,04/25/2017,1100,01,Central,0146,624,BATTERY - SIMPLE ASSAULT,1218 0305 0444 0429,62,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4TH,LOS ANGELES,"(34.0473, -118.2462)"
170209656,04/25/2017,04/25/2017,2310,02,Rampart,0212,624,BATTERY - SIMPLE ASSAULT,1218 2004 0448 0400,34,M,H,517,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300 N  MADISON                      AV,,"(34.0764, -118.2892)"
170209657,04/25/2017,04/25/2017,2310,02,Rampart,0212,624,BATTERY - SIMPLE ASSAULT,1218 2004 0448 0400,29,F,B,517,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300 N  MADISON                      AV,,"(34.0764, -118.2892)"
170209658,04/25/2017,04/25/2017,2310,02,Rampart,0212,624,BATTERY - SIMPLE ASSAULT,1206 1218 2004 0448 0416,33,F,B,517,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300 N  MADISON                      AV,,"(34.0764, -118.2892)"
170900818,04/25/2017,04/25/2017,0300,09,Van Nuys,0946,122,"RAPE, ATTEMPTED",0508 1218 0409 1414,47,F,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,,,,14000    BURBANK                      BL,,"(34.1721, -118.4377)"
170209641,04/25/2017,04/25/2017,2220,02,Rampart,0269,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0429 1218 2004,54,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,8TH                          ST,UNION,"(34.0523, -118.2722)"
170112582,04/26/2017,04/26/2017,0515,01,Central,0156,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0411,36,M,B,101,STREET,207,OTHER KNIFE,AO,Adult Other,230,,,,500 S  SAN PEDRO                    ST,,"(34.0437, -118.2455)"
170112588,04/26/2017,04/26/2017,0900,01,Central,0147,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,50,M,B,517,,,,IC,Invest Cont,440,,,,300 E  5TH                          ST,,"(34.0453, -118.2443)"
170112696,04/26/2017,04/26/2017,1845,01,Central,0152,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH 0007=02,1218 0500 1402,32,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,821,998,,,600 W  5TH                          ST,,"(34.0502, -118.254)"
170112717,04/26/2017,04/26/2017,1600,01,Central,0176,624,BATTERY - SIMPLE ASSAULT,0416 1218 2004,46,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8TH                          ST,MAPLE,"(34.0408, -118.2511)"
171311180,04/26/2017,04/26/2017,2215,13,Newton,1317,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1218 1206 0419 1243 0444 2004 2000 0421 0913 1402,46,F,H,122,"VEHICLE, PASSENGER/TRUCK",201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,236,998,,,20TH                         ST,MCGARRY,"(34.018, -118.2396)"
171510786,04/26/2017,04/26/2017,0930,15,N Hollywood,1547,624,BATTERY - SIMPLE ASSAULT,0416 1218,18,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,BURBANK                      BL,LANKERSHIM,"(34.1722, -118.379)"
171810475,04/26/2017,04/26/2017,1200,18,Southeast,1822,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0448 0429 0416 0400 2004 1218 1813,25,F,B,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,10100 S  FIGUEROA                     ST,,"(33.9446, -118.2826)"
172009909,04/28/2017,04/26/2017,0645,20,Olympic,2046,624,BATTERY - SIMPLE ASSAULT,1202 0443 0913 1218 0446,69,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 S  CATALINA                     ST,,"(34.0578, -118.2954)"
170113217,05/02/2017,04/27/2017,1300,01,Central,0156,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,37,F,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,5TH,SAN PEDRO                    ST,"(34.0442, -118.2439)"
170311845,04/27/2017,04/27/2017,0940,03,Southwest,0357,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0443 0913 0202 1218,34,F,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,,39TH,VERMONT,"(34.0219, -118.2959)"
171311249,04/27/2017,04/27/2017,1550,13,Newton,1373,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0431 1218 1402 0913,39,M,H,501,SINGLE FAMILY DWELLING,512,MACE/PEPPER SPRAY,AO,Adult Other,230,998,,,5500 S  CENTRAL                      AV,,"(0, 0)"
171810479,04/27/2017,04/27/2017,0030,18,Southeast,1806,210,ROBBERY,1822 1218 1300 1309 0342 0312 0916 0330 2004,23,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,9000    STANFORD                     AV,,"(33.9547, -118.263)"
170112838,04/28/2017,04/28/2017,1300,01,Central,0159,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1218 0411 0429,61,M,B,101,STREET,207,OTHER KNIFE,AA,Adult Arrest,230,998,,,6TH,SAN JULIAN,"(34.0387, -118.2335)"
170112889,04/29/2017,04/28/2017,2100,01,Central,0165,624,BATTERY - SIMPLE ASSAULT,1218 0448 0416,56,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7TH,MAPLE,"(34.0419, -118.2485)"
170112893,04/29/2017,04/28/2017,0630,01,Central,0157,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0913,45,F,B,101,STREET,,,IC,Invest Cont,440,,,,6TH,SAN PEDRO,"(34.0417, -118.2443)"
171510904,04/28/2017,04/28/2017,1735,15,N Hollywood,1525,210,ROBBERY,0344 0334 0416 1218 0369 0371 1206 1309 1313 0906,30,M,H,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,GILMORE,LANKERSHIM,"(34.1875, -118.3877)"
171810586,04/28/2017,04/28/2017,1425,18,Southeast,1846,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1402 1407 0430 1218,32,F,B,501,SINGLE FAMILY DWELLING,102,HAND GUN,IC,Invest Cont,230,,,,11300    HOOPER                       AV,,"(33.9321, -118.2522)"
171910802,05/02/2017,04/28/2017,0915,19,Mission,1964,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218,72,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,9200    VAN NUYS                     BL,,"(0, 0)"
172009904,04/28/2017,04/28/2017,0800,20,Olympic,2019,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0411 0445 1218,27,M,B,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,230,,,,WESTMORELAND                 AV,COSMOPOLITAN                 ST,"(34.0754, -118.2879)"
170209823,04/28/2017,04/28/2017,1630,02,Rampart,0205,624,BATTERY - SIMPLE ASSAULT,2004 0416 1218,44,M,W,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,SUNSET                       BL,PARKMAN                      AV,"(34.0829, -118.2733)"
172110053,04/29/2017,04/28/2017,1300,21,Topanga,2177,210,ROBBERY,1822 2004 1218 0416,51,M,W,101,STREET,312,PIPE/METAL PIPE,IC,Invest Cont,210,,,,VENTURA                      FY,TOPANGA CANYON,"(34.174, -118.5888)"
170809422,04/29/2017,04/29/2017,1315,08,West LA,0836,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 2004 0913 1218 0373 0447,52,M,O,101,STREET,310,CONCRETE BLOCK/BRICK,IC,Invest Cont,230,,,,SANTA MONICA                 BL,THAYER                       AV,"(34.0554, -118.4266)"
170209857,04/30/2017,04/29/2017,1200,02,Rampart,0269,624,BATTERY - SIMPLE ASSAULT,0603 0448 0443 1258 1218,38,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,1500 W  8TH                          ST,,"(34.0511, -118.2707)"
171109738,04/30/2017,04/29/2017,2325,11,Northeast,1149,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1218,28,F,H,102,SIDEWALK,216,SCISSORS,IC,Invest Cont,230,,,,FIGUEROA                     ST,AVENUE 52,"(34.1063, -118.1995)"
171109899,05/01/2017,04/29/2017,1220,11,Northeast,1177,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1218 0400,32,F,H,101,STREET,307,VEHICLE,IC,Invest Cont,230,,,,POPLAR,AVENUE 27,"(34.0882, -118.225)"
171411425,04/29/2017,04/29/2017,0645,14,Pacific,1489,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 2004 1218 1814 2000,42,F,W,101,STREET,207,OTHER KNIFE,AA,Adult Arrest,236,,,,99TH,ISIS,"(33.9471, -118.3772)"
171710273,04/29/2017,04/29/2017,0515,17,Devonshire,1781,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0447 1218 0202 2004,53,M,W,108,PARKING LOT,310,CONCRETE BLOCK/BRICK,IC,Invest Cont,230,,,,9000    WINNETKA                     AV,,"(34.2332, -118.5829)"
170112942,04/30/2017,04/30/2017,0610,01,Central,0162,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0400 0334 0411,26,F,W,103,ALLEY,200,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,230,,,,S  7TH                          ST,E  HILL                         ST,"(34.0463, -118.255)"
170209869,04/30/2017,04/30/2017,0415,02,Rampart,0279,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1202 1218,16,F,B,101,STREET,,,IC,Invest Cont,745,,,,OLYMPIC,SUNBURY,"(34.0469, -118.269)"
170209915,04/30/2017,04/30/2017,0940,02,Rampart,0261,210,ROBBERY,2004 1218 0337 0417 0344,43,M,W,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7TH                          ST,CORONADO                     ST,"(34.0591, -118.2827)"
171311465,04/30/2017,04/30/2017,2020,13,Newton,1331,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1218 0416 0445,36,M,O,101,STREET,309,BOARD,AO,Adult Other,230,998,,,GRAND                        AV,30TH                         ST,"(34.0234, -118.2743)"
171311506,05/01/2017,04/30/2017,2355,13,Newton,1361,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0432 1218,32,M,B,101,STREET,223,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,230,,,,45TH                         ST,BROADWAY,"(34.0029, -118.2783)"
171510996,04/30/2017,04/30/2017,1115,15,N Hollywood,1538,626,INTIMATE PARTNER - SIMPLE ASSAULT,1218 2000 1814 1206 1601 2004,55,F,W,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,LANKERSHIM                   BL,TIARA                        ST,"(34.1758, -118.3746)"
172009998,04/30/2017,04/30/2017,2130,20,Olympic,2039,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 0429 2000 1813 1243 2004 1218,27,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,COMMONWEALTH,WILSHIRE,"(34.0598, -118.2865)"
170100819,05/01/2017,05/01/2017,1610,01,Central,0156,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0416 0429 0411 0319 0340,61,M,B,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,230,,,,5TH,SAN JULIAN,"(34.0446, -118.245)"
170113017,05/01/2017,05/01/2017,0600,01,Central,0148,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0352 1218,65,F,H,517,,,,IC,Invest Cont,440,,,,400 S  SAN PEDRO                    ST,,"(34.0458, -118.243)"
170114511,05/17/2017,05/01/2017,0900,01,Central,0157,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,47,M,B,101,STREET,,,IC,Invest Cont,440,,,,6TH,TOWNE,"(34.0408, -118.2428)"
170115884,06/02/2017,05/01/2017,1200,01,Central,0152,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,34,M,H,101,STREET,,,IC,Invest Cont,440,,,,7TH                          ST,FLOWER,"(34.0487, -118.2588)"
170409377,05/01/2017,05/01/2017,1135,04,Hollenbeck,0427,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0421 0334 1309 0319 1218,31,F,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,230,,,,ALBION,N  MAIN                         ST,"(34.0802, -118.1848)"
171411586,05/01/2017,05/01/2017,1710,14,Pacific,1402,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218,54,M,W,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,11300    NATIONAL                     BL,,"(34.0276, -118.437)"
171411594,05/01/2017,05/01/2017,1950,14,Pacific,1472,210,ROBBERY,1300 2004 1218,53,M,H,108,PARKING LOT,207,OTHER KNIFE,IC,Invest Cont,210,,,,300    CULVER                       BL,,"(33.9594, -118.4478)"
171511366,05/04/2017,05/01/2017,1430,15,N Hollywood,1547,624,BATTERY - SIMPLE ASSAULT,2004 1218 0416 0400,51,M,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,5200    TUJUNGA                      AV,,"(34.1673, -118.3816)"
171810792,05/01/2017,05/01/2017,2015,18,Southeast,1862,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 0400 0416 0446 1814 1402 2004 1218,47,F,H,158,,308,STICK,AA,Adult Arrest,236,,,,BROADWAY,117TH,"(33.9274, -118.2782)"
170100827,05/02/2017,05/02/2017,2100,01,Central,0147,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 2004 1218 1814,29,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,5TH                          ST,SAN PEDRO,"(34.0442, -118.2439)"
170100820,05/02/2017,05/02/2017,0420,01,Central,0185,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1218 2004 0408 0421,35,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,999,,,11TH                         ST,BROADWAY,"(34.0396, -118.259)"
171710500,05/03/2017,05/02/2017,2330,17,Devonshire,1799,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 0429 0416 1218 2004 2000,46,F,W,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,15600    ROSCOE                       BL,,"(34.2249, -118.4792)"
