Row #,LAUID,Year,Proj. Type,Organization Name,Project Name,Geo Code,Census Tract,SPA,SD,CD,SSD,AD,USCD,Community,Inventory Type,Bed Type,Rental Assistance Type,Target Pop. A,Target Pop. B,LAHSA Funded,In HMIS,Veteran Program,Youth Program,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/ Children,Youth Beds HH w/o Children,CH Beds HH w/ Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Other Federal Funding?,Other Federal Funding: HUD-VASH,Other Federal Funding: SSVF,Other Federal Funding: GPD,Other Federal Funding: HCHV,Other Federal Funding: CWT/TR,Other Federal Funding: BCP,Other Federal Funding: TLP,Other Federal Funding: MGH,Other Federal Funding: HOPWA,Other Federal Funding: PIH,Housing Type,McKinney- Vento,Year-Round Beds,HMIS Beds HH w/ Children,HMIS Beds HH w/o Children,HMIS Beds HH w/ only Children,% of HMIS Beds HH with Children,% of HMIS Beds HH without Children,% of HMIS Beds HH w/ only Children,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow Beds,HMIS Overflow Beds,PIT Count,Total Beds,Bed Utilization Rate,Unit Utilization Rate
283308,180-011010,2017,ES,Upward Bound house,FSC Emergency Shelter (Upward Bound),63384,702803,SPA 5,SD 2,NA ,SSD 30,AD 54,USCD 37,Culver City,C,Facility-based beds,Not Applicable,HC,NA,Yes,Yes,No,No,36,12,0,0,0,0,0,0,,,,No,,,,,,,,,,,Single,Yes,36,36,0,0,100%,,,0,0,,,0,0,25,36,69%,75%
296707,117-001469,2017,ES,Valley Oasis,Crisis and Bridge Housing Individual (Valley Oasis),,,SPA 1,SD 5,NA ,SSD 21,AD 36,USCD 25,,N,Facility-based beds,Not Applicable,SMF,DV,Yes,No,No,No,,,56,,,0,,0,,,,No,,,,,,,,,,,Scattered,Yes,56,,0,,,,,,,,,,,12,56,21%,18%
283011,117-001454,2017,ES,Valley Oasis,Valley Oasis Shelter,,,SPA 1,SD 5,NA ,SSD 21,AD 36,USCD 23,,C,Facility-based beds,Not Applicable,SMF+HC,DV,Yes,No,No,No,18,4,3,0,0,0,0,0,,,,No,,,,,,,,,,,Single,Yes,21,,,,,,,0,0,,,0,0,21,21,100%,143%
296708,083-011310,2017,ES,Volunteers of America of Los Angeles,Crisis and Bridge Housing Individual SPA 3,62850,402102,SPA 3,SD 1,NA ,SSD 20,AD 52,USCD 35,Pomona,N,Facility-based beds,Not Applicable,SMF,NA,Yes,Yes,No,No,,,12,,,0,,0,,,,No,,,,,,,,,,,Single,Yes,12,,12,,,100%,,,,,,,,13,12,108%,108%
283359,083-011304,2017,ES,Volunteers of America of Los Angeles,Exodus Reserve Beds,62118,231100,SPA 6,SD 2,CD9,SSD 30,AD 59,USCD 37,South Central,C,Facility-based beds,Not Applicable,SMF,NA,Yes,Yes,No,No,0,0,20,0,0,0,0,0,,,,No,,,,,,,,,,,Single,Yes,20,0,20,0,,100%,,0,0,,,0,0,2,20,10%,10%
282910,083-011285,2017,ES,Volunteers of America of Los Angeles,Family Emergency Housing Program,62118,239701,SPA 6,SD 2,CD9,SSD 30,AD 59,USCD 43,South Park,C,Facility-based beds,Not Applicable,HC,NA,Yes,Yes,No,No,24,8,0,0,0,0,0,0,,,,No,,,,,,,,,,,Single,Yes,24,24,0,0,100%,,,0,0,,,0,0,19,24,79%,75%
296709,083-011302,2017,ES,Volunteers of America of Los Angeles,P2H and C4L 24 Hour Crisis Housing,62118,231100,SPA 6,SD 2,CD9,SSD 30,AD 59,USCD 37,South Central,N,Facility-based beds,Not Applicable,SMF,NA,Yes,Yes,No,No,,,411,,,0,,0,,,,No,,,,,,,,,,,Scattered,Yes,411,,411,,,100%,,,,,,,,275,411,67%,67%
296710,083-011287,2017,ES,Volunteers of America of Los Angeles,San Julian Access Center,62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,N,Facility-based beds,Not Applicable,SMF,NA,Yes,Yes,No,No,,,32,,,0,,0,,,,No,,,,,,,,,,,Single,Yes,32,,32,,,100%,,,,,,,,3,32,9%,9%
283000,083-011280,2017,ES,Volunteers of America of Los Angeles,Winter Shelter Program - Pomona,62850,408800,SPA 3,SD 1,NA ,SSD 20,AD 52,USCD 35,Pomona,C,Facility-based beds,Not Applicable,SMF,NA,Yes,No,No,No,0,0,0,0,0,0,0,0,,,,No,,,,,,,,,,,Single,Yes,0,0,0,0,,,,146,146,12/1/2016,3/31/2017,,,146,146,100%,100%
282903,083-011268,2017,ES,Volunteers of America of Los Angeles,Year Round Shelter Program (VOA),62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SMF,NA,Yes,Yes,No,No,0,0,40,0,0,0,0,0,,,,No,,,,,,,,,,,Single,Yes,40,0,40,0,,100%,,0,0,,,0,0,32,40,80%,80%
296711,041-011359,2017,ES,Watts Labor Community Action Committee,DMH Emergency Housing,60804,540600,SPA 6,SD 2,NA ,SSD 35,AD 64,USCD 44,Willowbrook,C,Facility-based beds,Not Applicable,SMF,NA,No,No,No,No,,,16,,,0,,0,,,,No,,,,,,,,,,,Scattered,No,16,,0,,,,,,,,,,,14,16,88%,88%
296712,043-011433,2017,ES,Weingart Center Association,Crisis and Bridge Housing Individual (Weingart),62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SF,NA,Yes,Yes,No,No,,,14,,,0,,0,,,,No,,,,,,,,,,,Single,Yes,14,,14,,,100%,,,,,,,,14,14,100%,100%
283278,043-011424,2017,ES,Weingart Center Association,Health Care for Homeless Veterans (HCHV),62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SMF,NA,No,Yes,Yes,No,0,0,20,0,0,20,0,0,,,,Yes,No,No,No,Yes,No,No,No,No,No,No,Single,No,20,0,20,0,,100%,,,,,,,,18,20,90%,90%
283239,043-011411,2017,ES,Weingart Center Association,Open Door Residential Renewal,62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SMF,NA,No,Yes,No,No,0,0,96,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,96,0,96,0,,100%,,0,0,,,0,0,95,96,99%,99%
283360,043-011431,2017,ES,Weingart Center Association,Winter Shelter Program - (Weingart),62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SMF,NA,Yes,No,No,No,0,0,0,0,0,0,0,0,,,,No,,,,,,,,,,,Single,Yes,0,0,0,0,,,,22,22,12/1/2016,3/31/2017,0,0,22,22,100%,100%
283244,398-016650,2017,ES,Women & Children's Crisis Shelter,Women & Children's Crisis Shelter,,,SPA 7,SD 4,NA ,SSD 32,AD 57,USCD 38,,C,Facility-based beds,Not Applicable,HC,DV,No,No,Yes,Yes,28,7,0,0,4,0,8,0,,,,No,,,,,,,,,,,Single,No,28,0,0,0,,,,0,0,,,0,0,16,28,57%,86%
282891,322-011700,2017,ES,YWCA of San Gabriel Valley,Women in Need Growing Strong (WINGS),,,SPA 3,SD 5,NA ,SSD 22,AD 48,USCD 32,,C,Facility-based beds,Not Applicable,SMF+HC,DV,No,No,No,No,29,7,2,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,31,0,0,0,,,,0,0,,,0,0,23,31,74%,67%
308769,365-014651,2017,OPH,Abode Communities,Casa Dominguez,60804,542106,SPA 6,SD 2,NA ,SSD 35,AD 64,USCD 44,Compton,C,,Project Based,SMF+HC,NA,No,No,Yes,No,136,55,15,,61,2,0,0,,,,No,,,,,,,,,,,Single,No,151,0,0,,,,,,,,,,,136,151,90%,100%
283222,365-014650,2017,OPH,Abode Communities,Terra Bella,69037,534202,SPA 7,SD 1,NA ,SSD 33,AD 58,USCD 40,Bell Gardens,C,,Project Based,SMF,NA,No,No,No,No,0,0,64,0,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,64,0,0,0,,,,,,,,,,64,64,100%,100%
307312,406-017451,2017,OPH,Coalition for Responsible Community Development,Homeless Section 8 Voucher Program (HACLA-CRCD),62118,224600,SPA 6,SD 1,CD9,SSD 30,AD 59,USCD 37,South Central,C,,Not Applicable,SMF,NA,No,Yes,No,Yes,0,0,34,0,0,0,0,34,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,34,0,34,0,,100%,,,,,,,,34,34,100%,100%
282974,372-015000,2017,OPH,County of Los Angeles Department of Military and Veterans Affairs,Homeless Section 8 Voucher Program (HACoLA),60030,481001,SPA 3,SD 5,NA ,SSD 22,AD 49,USCD 27,Alhambra,C,,Tenant Based,SMF+HC,NA,No,Yes,No,No,67,16,42,0,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,No,109,67,42,0,100%,100%,,,,,,,,109,109,100%,100%
308613,442-018800,2017,OPH,East LA Community Corporation,Beswick Senior Veteran Apartments,62118,204920,SPA 4,SD 1,CD14,SSD 24,AD 53,USCD 34,Boyle Heights,C,,Project Based,SMF,NA,Yes,Yes,Yes,No,0,0,32,0,0,32,0,0,,,,No,,,,,,,,,,,Single,Yes,32,0,32,0,,100%,,,,,,,,32,32,100%,100%
283377,371-014950,2017,OPH,Homeless Health Care Los Angeles,Access To Housing For Health (AHH) - Homeless Section 8 HACLA & HACoLA,62118,208502,SPA 4,SD 1,CD13,SSD 24,AD 51,USCD 34,Echo Park,C,,Sponsor Based,SMF+HC,NA,No,Yes,No,No,2,1,10,0,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,No,12,2,10,0,100%,100%,,,,,,,,12,12,100%,100%
283394,138-012011,2017,OPH,Housing Authority of the City of Los Angeles (HACLA),Homeless Veterans Initiative (HVI),62118,208720,SPA 4,SD 2,CD1,SSD 24,AD 53,USCD 34,Westlake,C,,Tenant Based,SMF+HC,NA,No,No,Yes,No,120,57,182,0,120,182,0,0,,,,No,,,,,,,,,,,Multiple,No,302,0,0,0,,,,,,,,,,302,302,100%,100%
309067,138-012012,2017,OPH,Housing Authority of the City of Los Angeles (HACLA),Homeless Veterans Initiative (HVI),62118,208720,SPA 4,SD 2,CD1,SSD 24,AD 53,USCD 34,Westlake,U,,Tenant Based,SMF+HC,NA,No,No,Yes,No,0,0,198,0,0,198,0,0,,,,No,,,,,,,,,,,Multiple,No,198,,,,,,,,,,,,,,198,,
307318,078-006307,2017,OPH,"Jovenes, Inc.",My Home - Mi Casa,62118,530902,SPA 7,SD 1,NA ,SSD 24,AD 51,USCD 34,East Los Angeles,C,,Not Applicable,SMF,NA,Yes,No,No,Yes,,,22,,,0,,22,,,,No,,,,,,,,,,,Multiple,Yes,22,,0,,,,,,,,,,,21,22,95%,95%
313799,078-006309,2017,OPH,"Jovenes, Inc.",Transition to My Place,62118,206032,SPA 4,SD 1,CD14,SSD 24,AD 53,USCD 34,Boyle Heights,C,,Tenant Based,SMF,NA,Yes,Yes,No,Yes,,,13,,0,0,0,13,,,,No,,,,,,,,,,,Single,Yes,13,,13,,,100%,,,,,,,,9,13,69%,69%
283141,029-007006,2017,OPH,LA House of Ruth,Homeless Section 8 Program Vouchers (HACLA),,,SPA 3,SD 1,NA ,SSD 20,AD 52,USCD 35,,C,,Tenant Based,SMF+HC,DV,No,No,No,No,48,17,0,0,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,No,48,0,0,0,,,,,,,,,,48,48,100%,129%
308583,417-017500,2017,OPH,LINC Housing,Mosaic Gardens Huntington Park,61698,532604,SPA 7,SD 1,NA ,SSD 33,AD 53,USCD 40,Huntington Park,C,,Project Based,SMF+HC,NA,No,No,No,No,10,5,5,,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,15,0,0,,,,,,,,,,,15,15,100%,100%
283304,140-003784,2017,OPH,Los Angeles County Department of Mental Health,Homeless Section 8 Voucher Program (HACLA - DMH),62118,212303,SPA 4,SD 2,CD10,SSD 24,AD 53,USCD 34,Wilshire Center-Koreatown,C,,Tenant Based,SMF+HC,NA,No,Yes,No,No,103,34,114,0,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,No,217,103,114,0,100%,100%,,,,,,,,128,217,59%,39%
282975,445-021150,2017,OPH,National Community Renaissance (National CORE),Encanto Court (105th and Normandie),62118,600202,SPA 8,SD 2,NA ,SSD 30,AD 62,USCD 43,Westmont / West Athens,C,,Project Based,SMF,NA,No,No,No,No,0,0,6,0,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,6,0,0,0,,,,,,,,,,6,6,100%,100%
306811,044-008609,2017,OPH,People Assisting the Homeless (PATH),ACT - Los Angeles,62118,192700,SPA 4,SD 2,CD13,SSD 24,AD 43,USCD 28,Hollywood,C,,Tenant Based,SMF+HC,NA,No,No,Yes,No,104,25,148,,104,148,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,No,252,0,0,,,,,,,,,,,252,252,100%,100%
306817,044-008578,2017,OPH,People Assisting the Homeless (PATH),HACLA - Section 8 (PATH),62118,192700,SPA 4,SD 2,CD13,SSD 24,AD 43,USCD 28,Hollywood,C,,Tenant Based,SMF,NA,No,Yes,No,No,,,10,,,0,,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,No,10,,10,,,100%,,,,,,,,10,10,100%,100%
306806,533-021050,2017,OPH,Pilipino Workers Center Of Southern California,Larry Itliong Village,62118,208302,SPA 4,SD 1,CD13,SSD 24,AD 51,USCD 34,Westlake,C,,Project Based,SMF+HC,NA,No,No,No,Yes,24,9,14,,0,0,0,9,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,38,0,0,,,,,,,,,,,38,38,100%,100%
282962,060-009103,2017,OPH,"Rainbow Services, LTD.",Homeless Section 8 Voucher Program (HACLA - Rainbow),,,SPA 8,SD 4,CD15,SSD 35,AD 70,USCD 44,,C,,Tenant Based,SMF+HC,DV,No,No,No,No,48,15,1,0,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,No,49,,,,,,,,,,,,,49,49,100%,100%
282931,104-009460,2017,OPH,"San Fernando Valley Community Mental Health Center, Inc.",Homeless Section 8 Voucher Program (HACLA-SFV-MHC),62118,128400,SPA 2,SD 3,CD4,SSD 18,AD 46,USCD 29,Van Nuys,C,,Tenant Based,SMF+HC,NA,No,Yes,No,No,0,0,28,0,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,No,28,0,28,0,,100%,,,,,,,,27,28,96%,96%
283388,502-019350,2017,OPH,Share! Collaborative Housing,Share! Collaborative Housing,69037,703002,SPA 5,SD 2,NA ,SSD 30,AD 54,USCD 37,Ladera Heights,C,,Tenant Based,SMF,NA,No,No,No,No,0,0,277,0,0,0,0,0,,,,No,,,,,,,,,,,Multiple,No,277,0,,0,,,,,,,,,,230,277,83%,83%
283039,039-009702,2017,OPH,SRO Housing Corporation,Carlton Hotel,62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SM,NA,No,Yes,No,No,0,0,44,0,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,44,0,44,0,,100%,,,,,,,,44,44,100%,100%
283042,039-009710,2017,OPH,SRO Housing Corporation,Leonide Hotel,62118,207302,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SM,NA,No,Yes,No,No,0,0,64,0,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,64,0,64,0,,100%,,,,,,,,62,64,97%,97%
283148,039-009735,2017,OPH,SRO Housing Corporation,New Terminal Hotel,62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,NA,No,Yes,No,No,0,0,40,0,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,40,0,40,0,,100%,,,,,,,,34,40,85%,85%
283078,039-009713,2017,OPH,SRO Housing Corporation,Palmer House,62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,NA,No,Yes,No,No,0,0,65,0,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,65,0,65,0,,100%,,,,,,,,62,65,95%,95%
283116,039-009716,2017,OPH,SRO Housing Corporation,Prentice Hotel,62118,226002,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Downtown Los Angeles,C,,Project Based,SMF,NA,No,Yes,No,No,0,0,44,0,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,44,0,44,0,,100%,,,,,,,,40,44,91%,91%
283150,039-009748,2017,OPH,SRO Housing Corporation,Rivers Apartments (General),62118,226002,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Downtown Los Angeles,C,,Project Based,SMF,HIV,No,Yes,No,Yes,0,0,35,0,0,0,0,6,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,35,0,35,0,,100%,,,,,,,,33,35,94%,94%
283118,039-009719,2017,OPH,SRO Housing Corporation,Southern Hotel,62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,NA,No,Yes,No,No,0,0,53,0,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,53,0,53,0,,100%,,,,,,,,48,53,91%,91%
283149,039-009737,2017,OPH,SRO Housing Corporation,Yankee Hotel,62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,NA,No,Yes,No,No,0,0,80,0,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,80,0,80,0,,100%,,,,,,,,79,80,99%,99%
283002,089-010462,2017,OPH,"Step Up On Second Street, Inc.",Homeless Section 8 Voucher Program (HACLA-Step Up On Second),63384,701902,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,Santa Monica,C,,Tenant Based,SMF,NA,No,Yes,No,No,0,0,25,0,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,No,25,0,25,0,,100%,,,,,,,,25,25,100%,100%
283091,314-010868,2017,OPH,Union Rescue Mission,Hope Gardens Senior Center,69037,930200,SPA 2,SD 5,NA ,SSD 25,AD 39,USCD 28,Angeles National Forest,C,,Not Applicable,SF,NA,No,No,No,No,0,0,25,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,25,0,0,0,,,,,,,,,,25,25,100%,100%
283298,436-018502,2017,OPH,West Hollywood Community Housing Corporation,Courtyard at La Brea,69037,700101,SPA 4,SD 3,NA ,SSD 26,AD 50,USCD 28,West Hollywood,C,,Project Based,SMF,NA,No,No,No,No,0,0,38,0,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,38,0,0,0,,,,,,,,,,38,38,100%,84%
283318,436-018500,2017,OPH,West Hollywood Community Housing Corporation,Vermont Manzanita,69037,213320,SPA 4,SD 2,CD1,SSD 24,AD 53,USCD 34,Pico Union,C,,Tenant Based,SMF+HC,NA,No,No,No,No,79,21,16,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,95,0,0,0,,,,,,,,,,82,95,86%,54%
283181,011-001101,2017,PSH,A Community of Friends,Amistad,62118,199120,SPA 4,SD 1,CD1,SSD 24,AD 51,USCD 34,Lincoln Heights,C,,Sponsor Based,SMF+HC,NA,Yes,Yes,No,No,85,21,2,0,0,0,0,0,6,2,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,87,85,2,0,100%,100%,,,,,,,,33,87,38%,57%
305889,011-001141,2017,PSH,A Community of Friends,Arlington Square,62118,218120,SPA 4,SD 2,CD10,SSD 30,AD 54,USCD 37,West Adams-Expo Park,U,,Project Based,SMF,NA,No,No,No,No,,,47,,,0,,0,,24,,No,,,,,,,,,,,Single,No,47,,,,,,,,,,,,,,47,,
283291,011-001138,2017,PSH,A Community of Friends,Avalon Apartments,69037,540800,SPA 6,SD 2,NA ,SSD 35,AD 64,USCD 44,Willowbrook,C,,Sponsor Based,SMF+HC,NA,Yes,Yes,No,No,122,27,44,0,0,0,0,0,0,17,0,No,,,,,,,,,,,Single,Yes,166,122,44,0,100%,100%,,,,,,,,112,166,67%,52%
283325,011-001139,2017,PSH,A Community of Friends,Beverly Terrace Apartments,62118,211121,SPA 4,SD 2,CD13,SSD 24,AD 53,USCD 34,Rampart Village,N,,Project Based,SMF+HC,NA,No,Yes,No,No,46,23,21,0,0,0,0,0,46,0,0,No,,,,,,,,,,,Single,No,67,0,21,,,100%,,,,,,,,57,67,85%,100%
283094,011-001102,2017,PSH,A Community of Friends,Brandon Apartments,62118,209300,SPA 4,SD 1,CD1,SSD 24,AD 53,USCD 34,Westlake,C,,Sponsor Based,SMF+HC,NA,Yes,Yes,No,No,77,27,4,0,0,0,0,0,21,4,,No,,,,,,,,,,,Single,Yes,81,77,4,0,100%,100%,,,,,,,,60,81,74%,87%
283016,011-001103,2017,PSH,A Community of Friends,California Hotel Apartments,62118,297110,SPA 8,SD 4,CD15,SSD 35,AD 70,USCD 44,San Pedro,C,,Sponsor Based,SMF,NA,Yes,Yes,No,No,0,0,39,0,0,0,0,0,,18,0,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,39,0,39,0,,100%,,,,,,,,35,39,90%,90%
283017,011-001104,2017,PSH,A Community of Friends,Central Court Apartments,62118,227010,SPA 6,SD 2,CD9,SSD 30,AD 59,USCD 40,South Central,C,,Sponsor Based,SMF+HC,NA,Yes,Yes,No,No,14,3,4,0,0,0,0,0,5,4,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,18,14,4,0,100%,100%,,,,,,,,14,18,78%,86%
283018,011-001105,2017,PSH,A Community of Friends,Cornerstone Apartments,62118,128210,SPA 2,SD 3,CD6,SSD 18,AD 46,USCD 29,Van Nuys,C,,Sponsor Based,SMF+HC,NA,Yes,Yes,No,No,40,15,20,0,0,0,0,0,0,7,,No,,,,,,,,,,,Single,Yes,60,40,20,0,100%,100%,,,,,,,,21,60,35%,34%
283182,011-001106,2017,PSH,A Community of Friends,Fedora Apartments,62118,212305,SPA 4,SD 2,CD10,SSD 24,AD 53,USCD 34,Wilshire Center-Koreatown,C,,Sponsor Based,SMF,NA,Yes,Yes,No,No,0,0,22,0,0,0,0,0,,5,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,22,0,22,0,,100%,,,,,,,,20,22,91%,91%
303718,011-001108,2017,PSH,A Community of Friends,Fox Normandie Apartments,62118,212420,SPA 4,SD 2,CD10,SSD 24,AD 53,USCD 34,Wilshire Center-Koreatown,C,,Sponsor Based,SMF+HC,NA,Yes,Yes,No,No,23,10,37,,0,0,0,0,0,25,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,60,23,37,,100%,100%,,,,,,,,54,60,90%,94%
283095,011-001110,2017,PSH,A Community of Friends,Gower Street Apartments,62118,190902,SPA 4,SD 3,CD13,SSD 24,AD 50,USCD 28,Hollywood,C,,Sponsor Based,SMF,NA,Yes,Yes,No,No,0,0,54,0,0,0,0,0,,20,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,54,0,54,0,,100%,,,,,,,,49,54,91%,91%
283096,011-001111,2017,PSH,A Community of Friends,La Primavera Apartments,62118,224010,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Downtown Los Angeles,C,,Sponsor Based,SMF,NA,Yes,Yes,No,No,0,0,35,0,0,0,0,0,,7,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,35,0,35,0,,100%,,,,,,,,34,35,97%,86%
283097,011-001112,2017,PSH,A Community of Friends,Las Flores Apartments,62118,531301,SPA 7,SD 1,NA ,SSD 24,AD 51,USCD 40,East Los Angeles,C,,Sponsor Based,SMF+HC,NA,Yes,Yes,No,No,56,18,1,0,0,0,0,0,17,1,,No,,,,,,,,,,,Single,Yes,57,56,1,0,100%,100%,,,,,,,,40,57,70%,63%
283098,011-001113,2017,PSH,A Community of Friends,Las Palomas Hotel,62118,204420,SPA 4,SD 1,CD14,SSD 24,AD 53,USCD 34,Boyle Heights,C,,Sponsor Based,SMF,NA,Yes,Yes,No,No,0,0,61,0,0,0,0,0,,28,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,61,0,61,0,,100%,,,,,,,,56,61,92%,92%
283060,011-001114,2017,PSH,A Community of Friends,Maryland Apartments,62118,209200,SPA 4,SD 1,CD1,SSD 24,AD 53,USCD 34,Downtown Los Angeles,C,,Sponsor Based,SMF,NA,Yes,Yes,No,No,0,0,33,0,0,0,0,0,,8,,No,,,,,,,,,,,Single,Yes,33,0,33,0,,100%,,,,,,,,29,33,88%,88%
283300,011-001115,2017,PSH,A Community of Friends,Osborne Place Apartments,62118,104703,SPA 2,SD 3,CD7,SSD 18,AD 39,USCD 29,Pacoima,C,,Sponsor Based,SMF+HC,NA,Yes,Yes,No,No,145,33,29,0,0,0,0,0,18,29,,No,,,,,,,,,,,Single,Yes,174,145,29,0,100%,100%,,,,,,,,142,174,82%,90%
283061,011-001116,2017,PSH,A Community of Friends,Parker Hotel Apartments,62118,209300,SPA 4,SD 1,CD1,SSD 24,AD 53,USCD 34,Westlake,C,,Project Based,SMF,NA,Yes,Yes,No,No,0,0,31,0,0,0,0,0,,31,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,31,0,31,0,,100%,,,,,,,,31,31,100%,100%
283326,011-001146,2017,PSH,A Community of Friends,PATH Villas at Del Rey (Courtleigh Villas),62118,275200,SPA 5,SD 2,CD11,SSD 26,AD 62,USCD 37,Del Rey,C,,Sponsor Based,SM,NA,Yes,Yes,No,No,0,0,22,0,0,0,0,0,0,0,0,No,,,,,,,,,,,Single,Yes,22,0,22,0,,100%,,,,,,,,22,22,100%,100%
283059,011-001109,2017,PSH,A Community of Friends,Project Independence/Gateways,62118,195903,SPA 4,SD 1,CD13,SSD 24,AD 51,USCD 28,Silver Lake,C,,Sponsor Based,SMF,NA,Yes,Yes,No,No,0,0,29,0,0,0,0,0,,15,0,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,Yes,29,0,29,0,,100%,,,,,,,,26,29,90%,90%
283130,011-001117,2017,PSH,A Community of Friends,Santos Plaza,62118,231400,SPA 6,SD 2,CD8,SSD 30,AD 54,USCD 37,Adams,C,,Sponsor Based,SMF,NA,Yes,Yes,No,No,0,0,36,0,0,0,0,0,0,19,0,No,,,,,,,,,,,Single,Yes,36,0,36,0,,100%,,,,,,,,36,36,100%,100%
283062,011-001129,2017,PSH,A Community of Friends,Selby Hotel,62118,190201,SPA 4,SD 3,CD13,SSD 26,AD 50,USCD 28,Hollywood Hills West,C,,Sponsor Based,SMF,NA,Yes,Yes,No,No,0,0,28,0,0,0,0,0,0,0,0,No,,,,,,,,,,,Single,Yes,28,0,28,0,,100%,,,,,,,,16,28,57%,57%
283379,011-001145,2017,PSH,A Community of Friends,Silver Star,62118,234902,SPA 6,SD 2,CD8,SSD 30,AD 54,USCD 37,Baldwin Hills / Crenshaw,U,,Project Based,SMF,NA,No,No,Yes,No,0,0,48,0,0,48,0,0,0,48,0,No,,,,,,,,,,,Single,No,48,,,,,,,,,,,,,,48,,
