X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y
-118.276110056413202,34.012789966796838,96230049,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Volunteers Of America - Pathway To Home,3804 Broadway Pl.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. PICK UP POINTS AND HOURS Downtown Drop-In Center       628 S. San Julian St.       Los Angeles, CA 90013       3:00pm       This pick-up site is for women only.       Los Angeles Mission       434 Wall St., Los Angeles 90013       4:30pm, 5:30pm, 6:30pm        This pick-up site is for men only.  ",Service/Intake and Administration (323) 231-1711,,www.lahsa.org,,,58188,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90037,http://egis3.lacounty.gov/lms/?p=58188,publish,34.01279,-118.27611,2013-06-01T11:50:56.000Z,,6477993.92250055,1827149.82137065
-118.22281105652614,34.052605966511656,96230050,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,"Year Round Shelter - Jovenes, Inc.",1208 Pleasant Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. PICK UP POINTS AND HOURS No transportation pick-up sites to this shelter.  ",Service/Intake and Administration (323) 260-8035,,www.lahsa.org,,,58189,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90033,http://egis3.lacounty.gov/lms/?p=58189,publish,34.052606,-118.222811,2013-06-01T11:50:56.000Z,,6494178.51841214,1841599.53098823
-118.30940705632301,34.09541896695098,96230051,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Covenant House,1325 N. Western Ave.,,Hollywood,CA,"Monday through Sunday, 24 hours per day. PICK UP POINTS AND HOURS No transportation pick-up sites to this shelter.  ",Service/Intake and Administration (323) 461-3131,,www.lahsa.org,,,58190,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90027,http://egis3.lacounty.gov/lms/?p=58190,publish,34.095419,-118.309407,2013-06-01T11:50:56.000Z,,6467995.70299572,1857249.36812681
-118.134521057851231,34.694012965624474,96230052,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Lancaster Community Shelter,44611 Yucca Ave.,Catholic Charities - Lancaster,Lancaster,CA,"Monday through Sunday, 24 hours per day. PICK-UP POINTS AND HOURS Antelope Valley Access Center       45134 N. Sierra Highway       Lancaster, CA 93535       3:30pm; 4:00pm       Mental Health Association       43423 Division       Lancaster, CA 93535       3:45pm; 4:10pm       Department of Mental Health       349 E. Avenue K-6       Lancaster, CA 93535       3:55pm; 4:20pm  ",Service/Intake and Administration (661) 945-7524,,www.lahsa.org,,,58191,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",93534,http://egis3.lacounty.gov/lms/?p=58191,publish,34.694013,-118.134521,2013-06-01T11:50:56.000Z,,6521234.84717339,2074973.53208706
-118.223082056644984,34.046631967218573,96230053,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Proyecto Pastoral At Dolores Mission,171 S. Gless St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. PICK-UP POINTS AND HOURS Exterior of LADOT Bus Lay-Over Zone       Northeast Corner       Vignes St. and Cesar Chavez       Los Angeles, CA 90012       4:00pm  ",Men's Shelter Service/Intake and Administration (323) 881-0032,,www.lahsa.org,,,58192,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90033,http://egis3.lacounty.gov/lms/?p=58192,publish,34.046632,-118.223082,2013-06-01T11:50:56.000Z,,6494091.60487205,1839425.66361681
-118.244858056858192,34.04311396705743,96230054,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Eimago (Union Rescue Mission),545 S. San Pedro St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. PICK-UP POINTS AND HOURS Twin Towers/Men Central Jail       451 Bauchet Ave.       Los Angeles, CA 90012       5:00pm       Los Angeles Union Station       Northeast Corner of Olvera St. @ Alameda St.       Los Angeles, CA 90012       5:15pm       Public Storage       1215 7th St.       Los Angeles, CA 90021       5:30pm  ",Service/Intake and Administration (213) 347-6300,,www.lahsa.org,,,58194,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90013,http://egis3.lacounty.gov/lms/?p=58194,publish,34.043114,-118.244858,2013-06-01T11:50:56.000Z,,6487491.84674613,1838160.75276081
-118.329164056120774,34.01991296698467,96230174,211,,Social Services,Homeless Shelters and Services,,www.friendshelpingfriendsla.org,Friends Helping Friends Sober And Transitional Living Inc,3701 Cherrywood Ave.,,Los Angeles,CA,"Intake:  Monday through Friday, 10:00am to 4:00pm.  Services:  Monday through Sunday, 24 hours per day. ","Service/Intake and Administration (323) 293-9778,  FAX (323) 293-7458",,www.friendshelpingfriendsla.org,,,58311,The agency provides transitional housing for men and women over the age of 18.,90018,http://egis3.lacounty.gov/lms/?p=58311,publish,34.019913,-118.329164,2013-06-01T11:50:56.000Z,,6461924.20496814,1829790.41845164
-118.316431056231451,34.043699967210365,96230175,211,,Social Services,Homeless Shelters and Services,,NULL,Good Shepherd Shelter,2561 W. Venice Blvd.,,Los Angeles,CA,,Service/Intake (323) 737-6111,,,,,58312,The agency provides transitional shelter for battered women and their children who live in Los Angeles County.,90019,http://egis3.lacounty.gov/lms/?p=58312,publish,34.0437,-118.316431,2013-06-01T11:50:56.000Z,,6465809.9065143,1838434.5458484
-118.444481056190668,34.187196966689754,96230307,211,,Social Services,Homeless Shelters and Services,,www.lsssc.org,Lutheran Social Services Of Southern California - San Fernando And Santa Clarita Valley Area Office,6425 Tyrone Ave.,,Van Nuys,CA,,"Area Director Service/Intake and Administration (818) 901-9480,  FAX (818) 901-9482",,www.lsssc.org,,,58425,The area office provides administrative support for the programs of Lutheran Social Services in the San Fernando Valley area.,91401,http://egis3.lacounty.gov/lms/?p=58425,publish,34.187197,-118.444481,2013-06-01T11:50:56.000Z,,6427249.24249405,1890802.09531257
-118.116349056526772,33.828639967418297,96230522,211,,Social Services,Homeless Shelters and Services,,www.sucasadv.org,Su Casa - Ending Domestic Violence,3840 Woodruff Ave.,Administrative Office| Suite 203,Long Beach,CA,"Monday through Friday, 8:00am to 5:00pm. ","Administrative (562) 421-6537,  FAX (562) 421-8117, 24-hour Hotline Service/Intake/Hotline (Voice/TDD) (562) 402-4888",,www.sucasadv.org,,,58587,"The center provides domestic violence services for people of all ages, including transgendered individuals, a shelter for battered persons and their children and volunteer opportunities.",90808,http://egis3.lacounty.gov/lms/?p=58587,publish,33.82864,-118.116349,2013-06-01T11:50:56.000Z,,6526332.62437938,1760038.9565769
-118.243403256713393,34.044643527043085,96230563,211,,Social Services,Homeless Shelters and Services,,www.dwcweb.org,Downtown Women's Center,442 S San Pedro St,,Los Angeles,CA,"Monday through Friday, 6:00am to 4:00pm; Saturday and Sunday, 7:00am to 3:00pm. ","Administration (213) 680-0600,  Service/Intake (213) 213-6130,  FAX (213) 680-0844",,www.dwcweb.org,,,58625,The center provides emergency food and homeless support services for single women and housing for homeless mentally ill and/or adult women in the Skid Row area of Los Angeles.,90013,http://egis3.lacounty.gov/lms/?p=58625,publish,34.04464356,-118.2434032,2013-06-01T11:50:56.000Z,,6487933.91804047,1838716.31759456
-118.309131055620313,33.990458967269262,96230571,211,,Social Services,Homeless Shelters and Services,,NULL,Testimonial Community Love Center,5721 S. Western Ave.,,Los Angeles,CA,"Monday through Friday, 8:00am to 4:00pm. ","FAX (323) 292-1512,  Service/Intake and Administration (323) 291-6753",,,,,58630,"The center provides emergency food, employment services, holiday assistance and shelter for people in South Central Los Angeles, including people who are homeless or undocumented.",90062,http://egis3.lacounty.gov/lms/?p=58630,publish,33.990459,-118.309131,2013-06-01T11:50:56.000Z,,6467961.79394281,1819052.28375998
-118.008138056614925,34.142837967125892,96230580,211,,Social Services,Homeless Shelters and Services,,www.foothillunitycenter.org,Foothill Unity Center Inc - Monrovia,415 W. Chestnut Ave.,,Monrovia,CA,"Monday through Friday, 9:00am to 5:00pm. ","FAX (626) 358-8224,  Service/Intake and Administration (626) 358-3486",,www.foothillunitycenter.org,,,58634,"The center provides emergency food, health services, holiday assistance, and shelter for people who live in the eleven city service area of Altadena, Arcadia, Azusa, Baldwin Park, Bradbury, Duarte, Irwindale, Monrovia, Pasadena, South Pasadena and Sierra Madre.",91016,http://egis3.lacounty.gov/lms/?p=58634,publish,34.142838,-118.008138,2013-06-01T11:50:56.000Z,,6559207.89721139,1874361.95266798
-118.264443056203277,34.065071966613708,96230584,211,,Social Services,Homeless Shelters and Services,,www.gschomeless.org/,Good Shepherd Center For Homeless Women - Hawkes Transitional Residence,1640 Rockwood St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","FAX (213) 482-0299,  Service/Intake (213) 482-0281",,www.gschomeless.org/,,,58638,"The center provides emergency food, homeless support services, housing services and shelter primarily for women in the Echo Park and MacArthur Park/Wilshire district.",90026,http://egis3.lacounty.gov/lms/?p=58638,publish,34.065072,-118.264443,2013-06-01T11:50:56.000Z,,6481579.70666756,1846166.69836307
-118.263336056050889,34.066216966691485,96230586,211,,Social Services,Homeless Shelters and Services,,www.gschomeless.org/,Good Shepherd Center For Homeless Women - Languille Residence - Emergency Shelter,267 N. Belmont Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake and Administration (213) 250-5241,  FAX (213) 250-5073",,www.gschomeless.org/,,,58640,"The center provides emergency food, homeless support services, housing services and shelter primarily for women in the Echo Park and MacArthur Park/Wilshire district.",90026,http://egis3.lacounty.gov/lms/?p=58640,publish,34.066217,-118.263336,2013-06-01T11:50:56.000Z,,6481916.06951189,1846582.50428998
-118.477423855913131,33.998136306810807,96230591,211,,Social Services,Homeless Shelters and Services,,catholiccharitiesla.org,Catholic Charities Of Los Angeles - St. Robert's Center,211 3Rd Ave,,Venice,CA,,Service/Intake and Administration (310) 392-8701,,,,,58643,"The center provides emergency food, information and referral for residents of Santa Monica, Venice, LAX Airport, West Los Angeles, Beverly Hills, and Culver City areas, including Malibu, Topanga, Pacific Palisades, Brentwood and Bel Air.",90291,http://egis3.lacounty.gov/lms/?p=58643,publish,33.99813634,-118.4774238,2013-06-01T11:50:56.000Z,,6416959.88183922,1822045.79253672
-118.206861055930162,33.88752396760146,96230834,211,,Social Services,Homeless Shelters and Services,,NULL,First United Methodist Church Of Compton,1025 S. Long Beach Blvd.,,Compton,CA,"Monday through Thursday, 10:00am to 4:00pm. ",Service/Intake (310) 639-0775,,,,,58875,The church provides emergency food assistance and holiday assistance for people who live in Compton.,90221,http://egis3.lacounty.gov/lms/?p=58875,publish,33.887524,-118.206861,2013-06-01T11:50:56.000Z,,6498886.30197555,1781512.46317048
-118.034802057164782,33.978558966965693,96230844,211,,Social Services,Homeless Shelters and Services,,NULL,St. Matthias Episcopal Church,7056 S. Washington Ave.,,Whittier,CA,"Monday, Friday, 12:00 noon to 4:00pm; Tuesday, Wednesday, Thursday, 9:00am to 4:00pm. ",Service/Intake and Administration (562) 698-9741,,,,,58885,"The church provides emergency food, holiday assistance and homeless support services to anyone in Whittier and surrounding areas.",90602,http://egis3.lacounty.gov/lms/?p=58885,publish,33.978559,-118.034802,2013-06-01T11:50:56.000Z,,6551119.09744413,1814579.35963498
-118.245426056365403,34.044895966590424,96232057,211,,Social Services,Homeless Shelters and Services,,www.losangelesmission.org,Los Angeles Mission,303 E. 5th St.,,Los Angeles,CA,"SITE HOURS: Monday through Saturday, 6:00am to 4:00pm; Monday through Saturday, 6:00pm to 7:00pm ","Volunteers Service/Intake (213) 629-1227 Ext.301, Urban Training Institute Service/Intake (213) 629-1227 Ext.387,  Service/Intake and Administration (213) 629-1227, Volunteers Service/Intake (213) 629-1227 Ext.417,  Service/Intake (213) 893-1960,  FAX (21",,www.losangelesmission.org,,,60003,"The mission provides a variety of Christian-oriented emergency services including adult education, emergency food, holiday assistance, homeless support services and shelter for homeless men 18 years and older who are in the Central Los Angeles/Skid Row area.",90013,http://egis3.lacounty.gov/lms/?p=60003,publish,34.044896,-118.245426,2013-06-01T11:50:56.000Z,,6487321.35791388,1838809.6750194
-118.241895056854744,34.043338966588905,96232063,211,,Social Services,Homeless Shelters and Services,,www.fjm.org,Fred Jordan Mission,445 Towne Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","FAX (626) 332-8759,  Service/Intake and Administration (626) 915-1981,  Service/Intake (213) 489-7763",,www.fjm.org,,,60004,"The mission provides emergency food, holiday assistance, personal enrichment, personal goods, shelter for the homeless in the Skid Row area of downtown Los Angeles and volunteer opportunities.",90013,http://egis3.lacounty.gov/lms/?p=60004,publish,34.043339,-118.241895,2013-06-01T11:50:56.000Z,,6488389.66778514,1838240.46093473
-118.570832055426422,34.225149965936609,96232067,211,,Social Services,Homeless Shelters and Services,,www.sfvrescuemission.org,Our Redeemer Lutheran Church - Sfv Rescue Mission,8520 Winnetka Ave.,,Winnetka,CA,"Friday, 8:30am to 10:30am and 12:00pm to 1:00pm. ",,,www.sfvrescuemission.org,,,60005,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91306,http://egis3.lacounty.gov/lms/?p=60005,publish,34.22515,-118.570832,2013-06-01T11:50:56.000Z,,6389116.65012422,1904806.63784148
-118.444522056089511,34.18732496625632,96232069,211,,Social Services,Homeless Shelters and Services,,www.sfvrescuemission.org,Lutheran Social Services/Central Lutheran Church - Sfv Rescue Mission,6425 Tyrone Blvd.,,Van Nuys,CA,"Thursday, 8:30am to 10:30am and 12:00pm to 1:00pm. ","Service/Intake and Administration (818) 785-4476, Secondary Telephone Number Information (818) 901-9480",,www.sfvrescuemission.org,,,60008,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91401,http://egis3.lacounty.gov/lms/?p=60008,publish,34.187325,-118.444522,2013-06-01T11:50:56.000Z,,6427237.04927696,1890848.73104607
-118.425598056509131,34.20867596629035,96232073,211,,Social Services,Homeless Shelters and Services,,www.sfvrescuemission.org,San Fernando Valley Rescue Mission,13422 Saticoy St.,,North Hollywood,CA,"Monday through Friday, 8:30am to 5:00pm. ","FAX (818) 474-1294, Donations Pick-ups Service/Intake (800) 417-5678, Bob - for space availability Information Only (661) 965-0180,  Service/Intake and Administration (818) 785-4476",,www.sfvrescuemission.org,,,60009,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91605,http://egis3.lacounty.gov/lms/?p=60009,publish,34.208676,-118.425598,2013-06-01T11:50:56.000Z,,6432992.94852631,1898593.90584439
-118.374935055694579,34.162853966406132,96232078,211,,Social Services,Homeless Shelters and Services,,www.sfvrescuemission.org,North Hollywood 1St Baptist Church - Sfv Rescue Mission,11210 Otsego St.,,North Hollywood,CA,,"Service/Intake (818) 763-4356,  Service/Intake (818) 980-7370",,www.sfvrescuemission.org,,,60020,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91601,http://egis3.lacounty.gov/lms/?p=60020,publish,34.162854,-118.374935,2013-06-01T11:50:56.000Z,,6448248.37208363,1881857.5708788
-118.191634055789592,33.784171967017841,96232100,211,,Social Services,Homeless Shelters and Services,,www.catholiccharitiesla.org/sanpedro.html,Catholic Charities Of Los Angeles - San Pedro Region - Long Beach Community Services Center,123 E. 14th St.,,Long Beach,CA,,"Service/Intake and Administration (562) 591-1351,  Administrative (562) 591-1641",,www.catholiccharitiesla.org/sanpedro.html,,,60044,"The office administers a number of community centers and program offices within the San Pedro Pastoral Region, which extends from Palos Verdes to Pico Rivera on the north to Long Beach on the south.",90813,http://egis3.lacounty.gov/lms/?p=60044,publish,33.784172,-118.191634,2013-06-01T11:50:56.000Z,,6503436.11144547,1743890.90521164
-118.186048055887355,33.770720967179457,96232225,211,,Social Services,Homeless Shelters and Services,,www.COAlongbeach.org,Christian Outreach In Action,515 E. 3rd St.,,Long Beach,CA,,"Service/Intake and Administration (562) 432-1440,  FAX (562) 590-8984",,www.COAlongbeach.org,,,60138,"The organization provides emergency food, holiday assistance, homeless support services, personal goods and shelter for people who are in the Long Beach area, including people who are homeless.",90802,http://egis3.lacounty.gov/lms/?p=60138,publish,33.770721,-118.186048,2013-06-01T11:50:56.000Z,,6505124.53687438,1738992.52360423
-118.196027056099382,33.792645967585358,96232228,211,,Social Services,Homeless Shelters and Services,,www.COAlongbeach.org,Christian Outreach In Action - Transitional Housing,1950 Chestnut Ave.,,Long Beach,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake (562) 432-1440,,www.COAlongbeach.org,,,60139,"The organization provides emergency food, holiday assistance, homeless support services, personal goods and shelter for people who are in the Long Beach area, including people who are homeless.",90806,http://egis3.lacounty.gov/lms/?p=60139,publish,33.792646,-118.196027,2013-06-01T11:50:56.000Z,,6502107.17118996,1746977.39871056
-118.244974055892726,34.045372966932526,96232444,211,,Social Services,Homeless Shelters and Services,,www.losangelesmission.org,Anne Douglas Center Of The Los Angeles Mission,310 Winston St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","LA Mission Main Desk Service/Intake (213) 629-1227,  Service/Intake and Administration (213) 614-0743",,www.losangelesmission.org,,,60318,"The program provides Christian-oriented homeless support services, personal goods and substance abuse services for low-income and homeless women and women with children in the Skid Row area of downtown Los Angeles.",90013,http://egis3.lacounty.gov/lms/?p=60318,publish,34.045373,-118.244974,2013-06-01T11:50:56.000Z,,6487458.70901714,1838982.93025032
-118.338414256168676,34.093226596930833,96232488,211,,Social Services,Homeless Shelters and Services,,www.lagaycenter.org,L A Gay And Lesbian Center - Highland Annex,1220 N Highland Ave,,Los Angeles,CA,"Monday through Friday, 8:30am to 5:30pm; Saturday and Sunday, 8:30am to 4:00pm. ","Service/Intake (323) 860-2280, LGBTQ Youth Hotline Hotline/Talkline/Warmline (323) 461-8163,  Service/Intake (323) 993-7501",,www.lagaycenter.org,,,60357,"The program provides emergency food, HIV/AIDS services, homeless support services and shelter for people who live in Los Angeles County.",90038,http://egis3.lacounty.gov/lms/?p=60357,publish,34.09322663,-118.3384142,2013-06-01T11:50:56.000Z,,6459210.96367547,1856479.82734306
-118.332615056153529,34.100247966771981,96232490,211,,Social Services,Homeless Shelters and Services,,www.lagaycenter.org,L A Gay And Lesbian Center - Youth Services Program,1625 N. Schrader Blvd.,,Los Angeles,CA,"Monday through Saturday, 9:00am to 5:00pm. ",Service/Intake (323) 993-7400,,www.lagaycenter.org,,,60358,"The program provides emergency food, HIV/AIDS services, homeless support services and shelter for people who live in Los Angeles County.",90028,http://egis3.lacounty.gov/lms/?p=60358,publish,34.100248,-118.332615,2013-06-01T11:50:56.000Z,,6460975.19669555,1859029.16115515
-118.276746055761336,33.828858967426022,96232493,211,,Social Services,Homeless Shelters and Services,,NULL,St. Philomena Church,21900 S. Main St.,,Carson,CA,"Monday through Sunday, 9:00am to 8:00pm. ","Service/Intake and Administration (310) 835-7161, Contributions or Volunteers Service/Intake (310) 830-5294",,,,,60359,"The program provides emergency food and holiday assistance for low-income residents of Carson, Long Beach zip code 90810 and Torrance zip code 90502.",90745,http://egis3.lacounty.gov/lms/?p=60359,publish,33.828859,-118.276746,2013-06-01T11:50:56.000Z,,6477616.89208664,1760213.91127948
-117.978920056885556,34.010110967511437,96232495,211,,Social Services,Homeless Shelters and Services,,NULL,East San Gabriel Valley Coalition For The Homeless,1345 Turnbull Canyon Rd.,,Hacienda Heights,CA,"Monday through Friday, 8:30am to 1:30pm. ","Service/Intake (626) 333-7204,  FAX (626) 333-7260",,,,,60360,"The program provides emergency food, information and referral, personal goods and transportation assistance for homeless people in the East San Gabriel Valley area.",91745,http://egis3.lacounty.gov/lms/?p=60360,publish,34.010111,-117.97892,2013-06-01T11:50:56.000Z,,6568058.93298697,1826060.62833907
-118.246430056080996,34.04229996672715,96232526,211,,Social Services,Homeless Shelters and Services,,www.voala.org,Volunteers Of America - San Julian Access Center,628 S. San Julian St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake and Administration (213) 624-4357,,www.voala.org,,,60394,The program provides homeless support services in Downtown Los Angeles.,90014,http://egis3.lacounty.gov/lms/?p=60394,publish,34.0423,-118.24643,2013-06-01T11:50:56.000Z,,6487014.89231947,1837865.68674989
-118.204697056206584,33.921084967374895,96232657,211,,Social Services,Homeless Shelters and Services,,www.jordansdisciplescommunityservice.org,Jordan's Disciples Community Service - Root 66,3669 Louise St.,,Lynwood,CA,"Monday through Sunday, 24 hours per day. ","Ms. Scott Administrative (310) 876-5390,  Service/Intake (424) 228-0343, Ms. Walston Service/Intake (310) 213-0840, Ms. Scott Service/Intake (310) 213-0203,  Service/Intake (562) 618-1857",,,,,60541,"The program provides shelter for pregnant women and women with children who are in Carson, Compton, Lynwood and Los Angeles.",90262,http://egis3.lacounty.gov/lms/?p=60541,publish,33.921085,-118.204697,2013-06-01T11:50:56.000Z,,6499567.96465422,1793724.72122623
-118.216134056461968,33.981271967195184,96233015,211,,Social Services,Homeless Shelters and Services,,www1.usw.salvationarmy.org/usw/www_usw_southeastcommunities.nsf,Salvation Army Corps Community Center - Huntington Park,2965 E. Gage Ave.,,Huntington Park,CA,,"Service/Intake (323) 587-4221,  FAX (323) 587-3973",,www1.usw.salvationarmy.org/usw/www_usw_southeastcommunities.nsf,,,60839,"This agency provides a companionship program, emergency food, holiday assistance, homeless support services, personal enrichment and utility bill assistance for people who live in Bell, Bell Gardens, Cudahy, Downey, Huntington Park, Maywood, South Gate, Vernon and Walnut Park.",90255,http://egis3.lacounty.gov/lms/?p=60839,publish,33.981272,-118.216134,2013-06-01T11:50:56.000Z,,6496145.23101413,1815635.29485907
-118.220218056160476,34.052021967205924,96233038,211,,Social Services,Homeless Shelters and Services,,www.CatholicCharitiesLA.org,Catholic Charities Of Los Angeles - Brownson House,1307 Warren St.,,Los Angeles,CA,"Monday through Friday, 9:00am to 1:00pm. ","Regional Office Administrative (323) 266-3130,  Service/Intake (323) 264-8701, Appointments Service/Intake (323) 264-8700",,www.CatholicCharitiesLA.org,,,60849,"This agency provides emergency food, holiday assistance, motel vouchers and utility bill assistance.",90033,http://egis3.lacounty.gov/lms/?p=60849,publish,34.052022,-118.220218,2013-06-01T11:50:56.000Z,,6494963.49879755,1841385.27190231
-118.277120056727284,34.248294966198131,96233046,211,,Social Services,Homeless Shelters and Services,,NULL,Tujunga United Methodist Church,9901 Tujunga Canyon Blvd.,,Tujunga,CA,"Monday through Friday, 11:00am to 1:00pm. ",Service/Intake and Administration (818) 473-4185,,,,,60851,"This agency provides clothing, emergency food, holiday assistance, homeless support services, medical supply loans for people in La Crescenta, Lake View Terrace, Montrose, Sunland and Tujunga, including people who are undocumented or who are homeless.",91042,http://egis3.lacounty.gov/lms/?p=60851,publish,34.248295,-118.27712,2013-06-01T11:50:56.000Z,,6477924.11686589,1912855.00429064
-118.108203055770545,33.755172967368004,96233049,211,,Social Services,Homeless Shelters and Services,,www.intervalhouse.org,Interval House,6615 E. Pacific Coast Highway,Outreach Office| Suite 170,Long Beach,CA,"Monday through Sunday, 24 hours per day. ","Administrative (562) 594-9492, L A County - 24 hours Service/Intake and Hotline (562) 594-4555",,www.intervalhouse.org,,,60852,"This agency provides domestic violence services, a battered women's shelter for battered women and their children and welfare-to-work support services to battered women who receive CalWORKs and live primarily in the Long Beach and the surrounding areas.",90803,http://egis3.lacounty.gov/lms/?p=60852,publish,33.755173,-118.108203,2013-06-01T11:50:56.000Z,,6528777.96036798,1733299.52810048
-118.100671057338289,34.579770966037579,96233084,211,,Social Services,Homeless Shelters and Services,,www.mhala.org,Mental Health America Of Los Angeles - Antelope Valley Services - Discovery Resource Center,1609 E. Palmdale Blvd.,,Palmdale,CA,,"FAX (661) 575-1682,  Service/Intake (661) 947-1595",,www.mhala.org,,,60883,"This agency provides homeless support, mental health services and volunteer opportunities for people in the Antelope Valley area.",93550,http://egis3.lacounty.gov/lms/?p=60883,publish,34.579771,-118.100671,2013-06-01T11:50:56.000Z,,6531368.12743172,2033385.7678218
-118.138673757358617,34.701765665709786,96233086,211,,Social Services,Homeless Shelters and Services,,www.mhala.org,Mental Health America Of Los Angeles - Antelope Valley Services,506 W Jackman St,,Lancaster,CA,,"FAX (661) 726-2854,  Service/Intake and Administration (661) 726-2850",,www.mhala.org,,,60884,"This agency provides homeless support, mental health services and volunteer opportunities for people in the Antelope Valley area.",93534,http://egis3.lacounty.gov/lms/?p=60884,publish,34.7017657,-118.1386737,2013-06-01T11:50:56.000Z,,6519990.48647314,2077796.67506281
-118.279916056719898,34.054047966538107,96233091,211,,Social Services,Homeless Shelters and Services,,casa-libre.org,Center For Human Rights And Constitutional Law - Homeless Youth Project,845 S. Lake St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Administrative (213) 388-8693 Ext.307,  FAX (213) 386-9484,  Service/Intake (213) 637-5814",,casa-libre.org,,,60889,This agency provides shelter for homeless youth age 12 to 17 who are in Los Angeles County.,90057,http://egis3.lacounty.gov/lms/?p=60889,publish,34.054048,-118.279916,2013-06-01T11:50:56.000Z,,6476882.31087863,1842167.55642697
-117.752859056903134,34.077437967330084,96234027,211,,Social Services,Homeless Shelters and Services,,www.InlandValleyHopePartners.org,Inland Valley Hope Partners - Our House Shelter Administrative Office,1753 N. Park Ave.,,Pomona,CA,,"Housing/Shelter Intake Service/Intake (909) 622-3806 Ext.235, Administrative Office FAX (909) 622-0484",,www.InlandValleyHopePartners.org,,,61487,"The organization's programs provides emergency food, financial assistance, holiday assistance and shelter for people who primarily live in the Inland Valley.",91768,http://egis3.lacounty.gov/lms/?p=61487,publish,34.077438,-117.752859,2013-06-01T11:50:56.000Z,,6636509.71996963,1850653.58210582
-117.753389757323319,34.064423986843451,96234028,211,,Social Services,Homeless Shelters and Services,,www.InlandValleyHopePartners.org,Inland Valley Hope Partners - Beta Food Security Site,290 W Pearl St,,Pomona,CA,,Emergency Food Beta Center Service/Intake (909) 622-7278,,www.InlandValleyHopePartners.org,,,61488,"The organization's programs provides emergency food, financial assistance, holiday assistance and shelter for people who primarily live in the Inland Valley.",91766,http://egis3.lacounty.gov/lms/?p=61488,publish,34.06442402,-117.7533897,2013-06-01T11:50:56.000Z,,6636360.63299747,1845917.16506948
-117.728836057622829,34.10030996728117,96234032,211,,Social Services,Homeless Shelters and Services,,www.InlandValleyHopePartners.org,Inland Valley Hope Partners - Claremont Center,660 N. Mountain Ave.,,Claremont,CA,,Service/Intake (909) 621-2400,,www.InlandValleyHopePartners.org,,,61490,"The organization's programs provides emergency food, financial assistance, holiday assistance and shelter for people who primarily live in the Inland Valley.",91711,http://egis3.lacounty.gov/lms/?p=61490,publish,34.10031,-117.728836,2013-06-01T11:50:56.000Z,,6643761.90789305,1858995.86036873
-118.331133056577755,34.032757967270776,96234039,211,,Social Services,Homeless Shelters and Services,,berean29.adventistchurchconnect.org/index.php,Berean 7Th Day Adventist Church Community Services,4211 W. Adams Blvd.,,Los Angeles,CA,,"Service/Intake and Administration (323) 735-0228,  FAX (323) 766-7552",,berean29.adventistchurchconnect.org/index.php,,,61495,This program provides emergency food and holiday assistance for people who live in Los Angeles County.,90018,http://egis3.lacounty.gov/lms/?p=61495,publish,34.032758,-118.331133,2013-06-01T11:50:56.000Z,,6461342.94267923,1834466.90450548
